state,left,right,up,down
670,0.0,1.1570396871846825e-11,0.0,0.0
671,0.0,1.938652859300154e-10,0.0,0.0
672,0.0,1.7794356570451474e-09,0.0,0.0
673,2.376728730320173e-11,7.658072353039865e-08,0.0,3.53485554346594e-10
674,4.030446109033823e-09,9.328656821471109e-07,0.0,0.0
675,1.784273396277248e-11,7.711168154084943e-08,8.797703426254755e-17,1.5469505991034276e-05
676,1.627913276973488e-06,6.755349766152619e-07,0.0,0.0
677,4.862603672435807e-09,0.0,0.0,3.8751649350059694e-05
678,6.26908939890904e-07,0.0,0.0,0.0
679,0.0,-0.271,0.0,0.0
680,-0.9852191170585654,0.0,0.0,0.0
681,0.0,0.0,0.0,0.0
682,0.0,0.0,0.0,0.0
683,0.0,0.0,0.0,0.0
684,0.0,0.0,0.0,0.0
685,0.0,0.0,0.0,0.0
686,0.0,0.0,0.0,0.0
687,0.0,0.0,0.0,0.0
688,0.0,0.0,0.0,0.0
689,0.0,0.0,0.0,0.0
690,0.0,0.0,0.0,0.0
691,0.0,0.0,0.0,0.0
692,0.0,0.0,0.0,0.0
693,0.0,0.0,0.0,0.0
694,0.0,0.0,0.0,0.0
695,0.0,0.0,0.0,0.0
696,0.0,0.0,0.0,0.0
697,0.0,0.0,0.0,0.0
698,0.0,0.0,0.0,0.0
699,0.0,0.0,0.0,0.0
700,0.0,0.0,0.0,0.0
701,0.0,0.0,0.0,0.0
702,0.0,0.0,0.0,0.0
703,0.0,0.0,0.0,0.0
704,0.0,0.0,0.0,0.0
705,0.0,0.0,0.0,0.0
706,0.0,2.0867877906013636e-14,0.0,0.0
707,0.0,1.1184546354909766e-12,0.0,0.0
708,0.0,2.6901569534956527e-11,0.0,0.0
709,2.1500264001269253e-19,4.0235934725440913e-10,0.0,0.0
710,0.0,4.834346406511716e-09,1.600044864634596e-13,1.7093352515459138e-20
711,0.0,5.10650689230583e-08,4.428712236950153e-12,0.0
712,0.0,4.4868836233671896e-07,0.0,0.0
713,8.738018084259037e-15,3.6532899261364743e-06,0.0,5.269367516525131e-12
714,1.114311120213018e-08,2.888767560493589e-05,9.016049993630248e-12,0.0
715,0.0,0.0,3.8275032203687935e-07,0.00017276917710578175
716,7.974808193224137e-10,0.0,0.0,0.0
717,0.0,0.0,0.0,0.0004239102826826467
718,2.5144551499574187e-05,0.0,0.0,0.0
719,0.0,-0.34390000000000004,0.0,0.0
720,-0.9690968456173674,0.0,0.0,0.0
721,0.0,0.0,0.0,0.0
722,0.0,0.0,0.0,0.0
723,0.0,0.0,0.0,0.0
724,0.0,0.0,0.0,0.0
725,0.0,0.0,0.0,0.0
726,0.0,0.0,0.0,0.0
727,0.0,0.0,0.0,0.0
728,0.0,0.0,0.0,0.0
729,0.0,0.0,0.0,0.0
730,0.0,0.0,0.0,0.0
731,0.0,0.0,0.0,0.0
732,0.0,0.0,0.0,0.0
733,0.0,0.0,0.0,0.0
734,0.0,0.0,0.0,0.0
735,0.0,0.0,0.0,0.0
736,0.0,0.0,0.0,0.0
737,0.0,0.0,0.0,0.0
738,0.0,0.0,0.0,0.0
739,0.0,0.0,0.0,0.0
740,0.0,0.0,0.0,0.0
741,0.0,0.0,0.0,0.0
742,0.0,0.0,0.0,0.0
743,0.0,0.0,0.0,0.0
744,0.0,0.0,0.0,0.0
745,0.0,0.0,0.0,0.0
746,0.0,0.0,0.0,0.0
747,0.0,0.0,0.0,0.0
748,0.0,1.0293205837995635e-20,0.0,0.0
749,0.0,1.3392640333900109e-17,0.0,0.0
750,0.0,0.0,7.06406718207138e-11,0.0
751,0.0,0.0,1.5045466932513586e-15,0.0
752,0.0,2.85638471886711e-19,0.0,0.0
753,0.0,0.0,5.3153652732440125e-08,0.0
754,0.0,5.207052683732223e-05,0.0,0.0
755,1.8958659996258776e-11,1.1185624669067074e-05,0.0,0.0007493719972210507
756,2.2369420626034344e-06,0.00022928158683184458,0.0,0.0
757,1.6016855897217633e-05,0.0,1.5728633978504886e-05,0.002641017711962915
758,0.0,0.0,0.0,0.0
759,0.0,-0.1,0.0,0.0
760,-0.9817519963685992,0.0,0.0,0.0
761,0.0,0.0,0.0,0.0
762,0.0,0.0,0.0,0.0
763,0.0,0.0,0.0,0.0
764,0.0,0.0,0.0,0.0
765,0.0,0.0,0.0,0.0
766,0.0,0.0,0.0,0.0
767,0.0,0.0,0.0,0.0
768,0.0,0.0,0.0,0.0
769,0.0,0.0,0.0,0.0
770,0.0,0.0,0.0,0.0
771,0.0,0.0,0.0,0.0
772,0.0,0.0,0.0,0.0
773,0.0,0.0,0.0,0.0
774,0.0,0.0,0.0,0.0
775,0.0,0.0,0.0,0.0
776,0.0,0.0,0.0,0.0
777,0.0,0.0,0.0,0.0
778,0.0,0.0,0.0,0.0
779,0.0,0.0,0.0,0.0
780,0.0,0.0,0.0,0.0
781,0.0,0.0,0.0,0.0
782,0.0,0.0,0.0,0.0
783,0.0,0.0,0.0,0.0
784,0.0,0.0,0.0,0.0
785,0.0,0.0,0.0,0.0
786,0.0,0.0,0.0,0.0
787,0.0,0.0,0.0,0.0
788,0.0,0.0,0.0,0.0
789,0.0,0.0,0.0,0.0
790,0.0,0.0,0.0,0.0
791,0.0,0.0,0.0,0.0
792,0.0,0.0,0.0,0.0
793,0.0,0.0,1.1625370590304943e-20,0.0
794,0.0,1.862821946266684e-06,2.9342111462688493e-13,0.0
795,2.6407900316419648e-14,1.678507576389713e-07,2.2241436401966968e-05,0.002998259990631199
796,0.0,0.0,1.1323145161228617e-10,0.00023500178343631897
797,7.530715331092665e-09,4.121242877697324e-08,4.295804221395412e-05,0.013355457109067702
798,0.0,0.0,0.0,4.13927211427308e-05
799,0.0,-0.1,0.0,0.0
800,-0.9966186080864774,0.0,0.0,0.0
801,0.0,0.0,0.0,0.0
802,0.0,0.0,0.0,0.0
803,0.0,0.0,0.0,0.0
804,0.0,0.0,0.0,0.0
805,0.0,0.0,0.0,0.0
806,0.0,0.0,0.0,0.0
807,0.0,0.0,0.0,0.0
808,0.0,0.0,0.0,0.0
809,0.0,0.0,0.0,0.0
810,0.0,0.0,0.0,0.0
811,0.0,0.0,0.0,0.0
812,0.0,0.0,0.0,0.0
813,0.0,0.0,0.0,0.0
814,0.0,0.0,0.0,0.0
815,0.0,0.0,0.0,0.0
816,0.0,0.0,0.0,0.0
817,0.0,0.0,0.0,0.0
818,0.0,0.0,0.0,0.0
819,0.0,0.0,0.0,0.0
820,0.0,0.0,0.0,0.0
821,0.0,0.0,0.0,0.0
822,0.0,0.0,0.0,0.0
823,0.0,0.0,0.0,0.0
824,0.0,0.0,0.0,0.0
825,0.0,0.0,0.0,0.0
826,0.0,0.0,0.0,0.0
827,0.0,0.0,0.0,0.0
828,0.0,0.0,0.0,4.136644554360118e-12
829,0.0,0.0,0.0,0.0
830,0.0,0.0,0.0,0.0
831,0.0,0.0,0.0,0.0
832,0.0,0.0,0.0,0.0
833,0.0,0.0,0.0,0.0
834,0.0,0.0002361660643728847,0.0,0.0
835,0.0,0.0010990899897351564,0.00027882311175547064,0.009560247177864162
836,0.0005805382509744623,0.0023813241998082734,0.0,0.010068919217229844
837,0.0005010525974278838,7.532408770362648e-05,0.0,0.07239171306207007
838,0.0013752205564125737,0.0,0.0,0.0
839,4.66634481448535e-08,-0.19,0.0,0.0
840,-0.9985444216570694,0.0,0.0,0.0
841,0.0,0.0,0.0,0.0
842,0.0,0.0,0.0,0.0
843,0.0,0.0,0.0,0.0
844,0.0,0.0,0.0,0.0
845,0.0,0.0,0.0,0.0
846,0.0,0.0,0.0,0.0
847,0.0,0.0,0.0,0.0
848,0.0,0.0,0.0,0.0
849,0.0,0.0,0.0,0.0
850,0.0,0.0,0.0,0.0
851,0.0,0.0,0.0,0.0
852,0.0,0.0,0.0,0.0
853,0.0,0.0,0.0,0.0
854,0.0,0.0,0.0,0.0
855,0.0,0.0,0.0,0.0
856,0.0,0.0,0.0,0.0
857,0.0,0.0,0.0,0.0
858,0.0,0.0,0.0,0.0
859,0.0,0.0,0.0,0.0
860,0.0,0.0,0.0,0.0
861,0.0,0.0,0.0,0.0
862,0.0,0.0,0.0,0.0
863,0.0,0.0,0.0,0.0
864,0.0,0.0,0.0,0.0
865,0.0,0.0,0.0,0.0
866,0.0,1.0332056414474254e-16,0.0,0.0
867,0.0,7.363229070808354e-13,0.0,0.0
868,0.0,0.0,0.0,1.7132057894224725e-10
869,0.0,0.0,0.0,0.0
870,0.0,0.0,0.0,0.0
871,0.0,0.0,0.0,6.201265192996472e-08
872,0.0,0.0,0.0,0.0
873,0.0,8.060663240163799e-14,0.0,0.0
874,0.0,0.0,0.0,8.855169694504958e-05
875,0.0,0.031151371119983635,0.0001539146819147442,0.0015219434567559599
876,0.0014652750759586593,0.08145512990922345,2.996284429487454e-06,0.003940523257664834
877,0.001674915539181909,0.0,0.01644781847576887,0.16765393538835432
878,0.0,0.0,2.8959023481773036e-05,0.0
879,0.0,-0.34390000000000004,0.0,0.0
880,-0.9866972053527088,0.0,0.0,0.0
881,0.0,0.0,0.0,0.0
882,0.0,0.0,0.0,0.0
883,0.0,0.0,0.0,0.0
884,0.0,0.0,0.0,0.0
885,0.0,0.0,0.0,0.0
886,0.0,0.0,0.0,0.0
887,0.0,0.0,0.0,0.0
888,0.0,0.0,0.0,0.0
889,0.0,0.0,0.0,0.0
890,0.0,0.0,0.0,0.0
891,0.0,0.0,0.0,0.0
892,0.0,0.0,0.0,0.0
893,0.0,0.0,0.0,0.0
894,0.0,0.0,0.0,0.0
895,0.0,0.0,0.0,0.0
896,0.0,0.0,0.0,0.0
897,0.0,0.0,0.0,0.0
898,0.0,0.0,0.0,0.0
899,0.0,0.0,0.0,0.0
900,0.0,0.0,0.0,0.0
901,0.0,0.0,0.0,0.0
902,0.0,0.0,0.0,0.0
903,0.0,0.0,0.0,0.0
904,0.0,0.0,0.0,0.0
905,0.0,0.0,0.0,0.0
906,0.0,0.0,0.0,0.0
907,0.0,0.0,0.0,0.0
908,0.0,4.564109116043504e-09,0.0,0.0
909,0.0,9.463374314769194e-08,0.0,0.0
910,0.0,1.6195500353517904e-06,0.0,0.0
911,0.0,2.1874922689187178e-05,0.0,2.992060232815283e-12
912,5.310190011301299e-09,0.00021052042782343454,0.0,0.0
913,1.0706462439596124e-06,0.0014650593971527832,0.0,0.0
914,6.185285621810698e-05,0.00825068618463389,2.0884079661185357e-07,0.0
915,0.0,0.0363852299299267,0.0,2.1195827477809173e-07
916,0.0006061312328169904,6.638565423212302e-05,5.165867604566126e-09,0.10737072633805991
917,0.0028065503883927135,0.00014140144859660283,1.1198435724162851e-07,0.27132204016606315
918,0.023486693794159783,0.0,7.562108255109954e-07,0.0
919,0.0,0.0,0.0,0.0
920,-0.9985444216570694,0.0,0.0,0.0
921,0.0,0.0,0.0,0.0
922,0.0,0.0,0.0,0.0
923,0.0,0.0,0.0,0.0
924,0.0,0.0,0.0,0.0
925,0.0,0.0,0.0,0.0
926,0.0,0.0,0.0,0.0
927,0.0,0.0,0.0,0.0
928,0.0,0.0,0.0,0.0
929,0.0,0.0,0.0,0.0
930,0.0,0.0,0.0,0.0
931,0.0,0.0,0.0,0.0
932,0.0,0.0,0.0,0.0
933,0.0,0.0,0.0,0.0
934,0.0,0.0,0.0,0.0
935,0.0,0.0,0.0,0.0
936,0.0,0.0,0.0,0.0
937,0.0,0.0,0.0,0.0
938,0.0,0.0,0.0,0.0
939,0.0,0.0,0.0,0.0
940,0.0,0.0,0.0,0.0
941,0.0,0.0,0.0,0.0
942,0.0,0.0,0.0,0.0
943,0.0,0.0,0.0,0.0
944,0.0,0.0,0.0,0.0
945,0.0,0.0,0.0,0.0
946,0.0,0.0,0.0,0.0
947,0.0,0.0,0.0,0.0
948,0.0,0.0,4.462562912292047e-13,0.0
949,0.0,0.0,0.0,0.0
950,0.0,4.2561311988837614e-13,0.0,0.0
951,0.0,0.0,2.4251085649310073e-08,0.0
952,0.0,0.0,0.0,0.0
953,0.0,0.0,0.0,0.0
954,0.0,1.6759884488319227e-08,0.0,0.0
955,0.0,0.0,0.0003179422808554552,0.0
956,8.653907404415111e-06,0.2524776223596569,0.009714978516834416,0.0016843894637700862
957,0.03795639876438955,0.001913135001232248,0.04535989384846524,0.3861268652362458
958,0.0,0.0,0.0,0.024718868426221646
959,0.0,-0.1,0.0,0.0
960,-0.9966186080864774,0.0,0.0,0.0
961,0.0,0.0,0.0,0.0
962,0.0,0.0,0.0,0.0
963,0.0,0.0,0.0,0.0
964,0.0,0.0,0.0,0.0
965,0.0,0.0,0.0,0.0
966,0.0,0.0,0.0,0.0
967,0.0,0.0,0.0,0.0
968,0.0,0.0,0.0,0.0
969,0.0,0.0,0.0,0.0
970,0.0,0.0,0.0,0.0
971,0.0,0.0,0.0,0.0
972,0.0,0.0,0.0,0.0
973,0.0,0.0,0.0,0.0
974,0.0,0.0,0.0,0.0
975,0.0,0.0,0.0,0.0
976,0.0,0.0,0.0,0.0
977,0.0,0.0,0.0,0.0
978,0.0,0.0,0.0,0.0
979,0.0,0.0,0.0,0.0
980,0.0,0.0,0.0,0.0
981,0.0,0.0,0.0,0.0
982,0.0,0.0,0.0,0.0
983,0.0,0.0,0.0,0.0
984,0.0,0.0,0.0,0.0
985,0.0,0.0,0.0,0.0
986,0.0,0.0,0.0,0.0
987,0.0,0.0,0.0,0.0
988,0.0,0.0,0.0,0.0
989,0.0,0.0,0.0,0.0
990,0.0,0.0,0.0,0.0
991,0.0,0.0,0.0,0.0
992,0.0,0.0,0.0,0.0
993,0.0,0.0,0.0,0.0
994,0.0,0.0,0.0,0.0
995,0.0,0.0,0.0,0.0
996,0.0,0.0,0.0567269537377914,0.005258577306874125
997,0.004107325071853846,0.012134889451642695,0.12392740061203668,0.4707613650720712
998,0.0,0.0,0.0,0.156050824437021
999,0.0,-0.1,0.0,0.0
1000,-0.999823035654572,0.0,0.0,0.0
1001,0.0,0.0,0.0,0.0
1002,0.0,0.0,0.0,0.0
1003,0.0,0.0,0.0,0.0
1004,0.0,0.0,0.0,0.0
1005,0.0,0.0,0.0,0.0
1006,0.0,0.0,0.0,0.0
1007,0.0,0.0,0.0,0.0
1008,0.0,0.0,0.0,0.0
1009,0.0,0.0,0.0,0.0
1010,0.0,0.0,0.0,0.0
1011,0.0,0.0,0.0,0.0
1012,0.0,0.0,0.0,0.0
1013,0.0,0.0,0.0,0.0
1014,0.0,0.0,0.0,0.0
1015,0.0,0.0,0.0,0.0
1016,0.0,0.0,0.0,0.0
1017,0.0,0.0,0.0,0.0
1018,0.0,0.0,0.0,0.0
1019,0.0,0.0,0.0,0.0
1020,0.0,0.0,0.0,0.0
1021,0.0,0.0,0.0,0.0
1022,0.0,0.0,0.0,0.0
1023,0.0,0.0,0.0,0.0
1024,0.0,0.0,0.0,0.0
1025,0.0,0.0,0.0,0.0
1026,0.0,0.0,0.0,0.0
1027,0.0,0.0,0.0,0.0
1028,0.0,0.0,0.0,0.0
1029,0.0,0.0,0.0,0.0
1030,0.0,0.0,0.0,0.0
1031,0.0,0.0,0.0,0.0
1032,0.0,0.0,0.0,4.4179625684483055e-10
1033,0.0,0.0,0.0,0.0
1034,0.0,0.0,0.0,0.0
1035,0.0,0.0,0.0,0.0
1036,0.0,0.1675665641277434,0.0018846417616549416,0.0
1037,0.034887152400683394,0.07086755999115354,0.05729388525300966,0.557396007311348
1038,0.04523322994780987,0.0,0.0010766841623454997,0.46200251289812927
1039,0.008060703229716627,-0.1,0.0,0.0
1040,-0.9999806367402109,0.0,0.0,0.0
1041,0.0,0.0,0.0,0.0
1042,0.0,0.0,0.0,0.0
1043,0.0,0.0,0.0,0.0
1044,0.0,0.0,0.0,0.0
1045,0.0,0.0,0.0,0.0
1046,0.0,0.0,0.0,0.0
1047,0.0,0.0,0.0,0.0
1048,0.0,0.0,0.0,0.0
1049,0.0,0.0,0.0,0.0
1050,0.0,0.0,0.0,0.0
1051,0.0,0.0,0.0,0.0
1052,0.0,0.0,0.0,0.0
1053,0.0,0.0,0.0,0.0
1054,0.0,0.0,0.0,0.0
1055,0.0,0.0,0.0,0.0
1056,0.0,0.0,0.0,0.0
1057,0.0,0.0,0.0,0.0
1058,0.0,0.0,0.0,0.0
1059,0.0,0.0,0.0,0.0
1060,0.0,0.0,0.0,0.0
1061,0.0,0.0,0.0,0.0
1062,0.0,0.0,0.0,0.0
1063,0.0,0.0,0.0,0.0
1064,0.0,0.0,0.0,0.0
1065,0.0,0.0,0.0,0.0
1066,0.0,0.0,0.0,0.0
1067,0.0,0.0,0.0,0.0
1068,0.0,0.0,0.0,0.0
1069,0.0,0.0,0.0,0.0
1070,0.0,4.257416923502193e-13,0.0,0.0
1071,0.0,9.094981747229927e-11,0.0,0.0
1072,0.0,8.459885861236228e-09,0.0,0.0
1073,4.786832498542066e-11,5.384062723693637e-09,0.0,2.7985942058664626e-07
1074,0.0,0.0,0.0,5.475874326138377e-07
1075,0.0,0.02382538370285564,0.0,0.0
1076,0.0015021375380146497,0.14119739766484424,0.0,0.0
1077,0.00016236726434879314,0.6407797488042605,0.1198822619281146,0.07079594818300544
1078,0.24016456701227726,0.018241205384974278,0.07996328950113851,0.7240134507271375
1079,0.17524981881410995,-0.1840044591151986,0.0,0.0
1080,-0.9999998122201933,0.0,0.0,0.0
1081,0.0,0.0,0.0,0.0
1082,0.0,0.0,0.0,0.0
1083,0.0,0.0,0.0,0.0
1084,0.0,0.0,0.0,0.0
1085,0.0,0.0,0.0,0.0
1086,0.0,0.0,0.0,0.0
1087,0.0,0.0,0.0,0.0
1088,0.0,0.0,0.0,0.0
1089,0.0,0.0,0.0,0.0
1090,0.0,0.0,0.0,0.0
1091,0.0,0.0,0.0,0.0
1092,0.0,0.0,0.0,0.0
1093,0.0,0.0,0.0,0.0
1094,0.0,0.0,0.0,0.0
1095,0.0,0.0,0.0,0.0
1096,0.0,0.0,0.0,0.0
1097,0.0,0.0,0.0,0.0
1098,0.0,0.0,0.0,0.0
1099,0.0,0.0,0.0,0.0
1100,0.0,0.0,0.0,0.0
1101,0.0,0.0,0.0,0.0
1102,0.0,0.0,0.0,0.0
1103,0.0,0.0,0.0,0.0
1104,0.0,0.0,0.0,0.0
1105,0.0,0.0,0.0,0.0
1106,0.0,0.0,0.0,0.0
1107,0.0,0.0,0.0,0.0
1108,0.0,0.0,0.0,0.0
1109,0.0,0.0,0.0,0.0
1110,0.0,0.0,0.0,0.0
1111,0.0,0.0,0.0,0.0
1112,0.0,0.0,0.0,0.0
1113,0.0,2.6604465295418555e-06,0.0,0.0
1114,0.0,7.248688878348374e-05,0.0,0.0
1115,0.0,0.0,0.0012923753703236581,0.0
1116,0.0,0.0,0.0,0.0
1117,0.0,0.43625906616195076,0.05240085718559483,0.0
1118,0.08949425984983321,0.07290362560748116,0.053250830301725394,0.8088083615948851
1119,0.39352674762911105,0.0,0.0,0.0
1120,-0.9999999999999996,0.0,0.0,0.0
1121,0.0,0.0,0.0,0.0
1122,0.0,0.0,0.0,0.0
1123,0.0,0.0,0.0,0.0
1124,0.0,0.0,0.0,0.0
1125,0.0,0.0,0.0,0.0
1126,0.0,0.0,0.0,0.0
1127,0.0,0.0,0.0,0.0
1128,0.0,0.0,0.0,0.0
1129,0.0,0.0,0.0,0.0
1130,0.0,0.0,0.0,0.0
1131,0.0,0.0,0.0,0.0
1132,0.0,0.0,0.0,0.0
1133,0.0,0.0,0.0,0.0
1134,0.0,0.0,0.0,0.0
1135,0.0,0.0,0.0,0.0
1136,0.0,0.0,0.0,0.0
1137,0.0,0.0,0.0,0.0
1138,0.0,0.0,0.0,0.0
1139,0.0,0.0,0.0,0.0
1140,0.0,0.0,0.0,0.0
1141,0.0,0.0,0.0,0.0
1142,0.0,0.0,0.0,0.0
1143,0.0,0.0,0.0,0.0
1144,0.0,0.0,0.0,0.0
1145,0.0,0.0,0.0,0.0
1146,0.0,0.0,0.0,0.0
1147,0.0,0.0,0.0,0.0
1148,0.0,0.0,0.0,0.0
1149,0.0,0.0,0.0,0.0
1150,0.0,0.0,0.0,0.0
1151,0.0,0.0,0.0,0.0
1152,0.0,0.0,0.0,0.0
1153,0.0,0.0,0.0,0.0
1154,0.0,0.0,0.0,0.0
1155,0.0,0.0,0.0,0.0
1156,0.0,0.0,0.0,0.0
1157,0.0,0.0,0.025690411457295875,0.0
1158,3.1414068000000015e-06,0.899628025932181,0.2974256315796505,0.12409614000000002
1159,0.1730467167777416,-0.06557770065048726,0.06880249106581723,0.9999500200419471
1160,-0.9999999999999996,0.0,0.0,-0.9999999999999996
1161,0.0,0.0,0.0,-0.9999999999999996
1162,0.0,0.0,0.0,-0.9999999999999996
1163,0.0,0.0,0.0,-0.9999999718152583
1164,0.0,0.0,0.0,-0.9999500200419471
1165,0.0,0.0,0.0,-0.9977814687655379
1166,0.0,0.0,0.0,-0.9972610725500467
1167,0.0,0.0,0.0,-0.9690968456173674
1168,0.0,0.0,0.0,-0.9903022627021246
1169,0.0,0.0,0.0,-0.9618479575523055
1170,0.0,0.0,0.0,-0.9282102012308148
1171,0.0,0.0,0.0,-0.9576088417247839
1172,0.0,0.0,0.0,-0.9282102012308148
1173,0.0,0.0,0.0,-0.901522909781639
1174,0.0,0.0,0.0,-0.717570463519
1175,0.0,0.0,0.0,-0.814697981114816
1176,0.0,0.0,0.0,-0.46855900000000006
1177,0.0,0.0,0.0,-0.6125795110000001
1178,0.0,0.0,0.0,-0.68618940391
1179,0.0,0.0,0.0,-0.271
1180,0.0,0.0,0.0,-0.5695327900000001
1181,0.0,0.0,0.0,-0.19
1182,0.0,0.0,0.0,-0.6125795110000001
1183,0.0,0.0,0.0,-0.40951000000000004
1184,0.0,0.0,0.0,-0.34390000000000004
1185,0.0,0.0,0.0,-0.34390000000000004
1186,0.0,0.0,0.0,-0.271
1187,0.0,0.0,0.0,-0.34390000000000004
1188,0.0,0.0,0.0,-0.40951000000000004
1189,0.0,0.0,0.0,-0.19
1190,0.0,0.0,0.0,-0.271
1191,0.0,0.0,0.0,-0.19
1192,0.0,0.0,0.0,-0.19
1193,0.0,0.0,0.0,-0.19
1194,0.0,0.0,0.0,-0.1
1195,0.0,0.0,0.0,-0.1
1196,0.0,0.0,0.0,0.0
1197,0.0,0.0,0.0,-0.1
1198,0.0,0.46855900000000006,0.08084214638551991,-0.0631441
1199,0.0,0.0,0.0,0.0
